,date,ordinal_date,dayofweek,day,start_time,end_time,time_taken,activity,activity status,planned
667,2018-09-25,208,Tuesday,Tuesday 25th September 2018,14:00:00,17:00:00,180.0,"2-5: Finalise setup for antibiotic depletion experiement, should be meeting with Kurtis at some point this arvo",not done,True
668,2018-09-26,209,Wednesday,Wednesday 26th September 2018,,,,9-10 and then later: Deliveries,done,False
669,2018-09-26,209,Wednesday,Wednesday 26th September 2018,,,,Saline aliquots,done,False
670,2018-09-26,209,Wednesday,Wednesday 26th September 2018,,,,Look for glutaraldehyde looked but had no luck,partly done,False
671,2018-09-26,209,Wednesday,Wednesday 26th September 2018,14:00:00,17:00:00,180.0,2-5: miRNA qPCRs for Bec,done,False
672,2018-09-26,209,Wednesday,Wednesday 26th September 2018,,,,Meeting with Kurtis about Macrophage antibiotic depletion expy (10:45),done,False
673,2018-09-26,209,Wednesday,Wednesday 26th September 2018,,,,Order mice from tick@lab,done,False
674,2018-09-26,209,Wednesday,Wednesday 26th September 2018,,,,TJ will show me how to use ELISA plate autowasher,done,True
675,2018-09-26,209,Wednesday,Wednesday 26th September 2018,09:00:00,17:00:00,480.0,9-5: IFN-lambda ELISA RV017 BALF didn’t get plate coated because I was sick,note,True
676,2018-09-27,210,Thursday,Thursday 27th September 2018,10:00:00,18:00:00,480.0,10-6: PISA076 E-B (blood ready at 10:30),done,True
677,2018-09-27,210,Thursday,Thursday 27th September 2018,,,,In break: MLI photos for NH09 cohorts 1 and 2,not done,True
678,2018-09-27,210,Thursday,Thursday 27th September 2018,,,,"Glassware washup, and other PISA stuff instead",done,False
679,2018-09-28,211,Friday,Friday 28th September 2018,08:30:00,16:30:00,480.0,8:30-4:30: PISA077 J-M (blood ready 9),done,True
680,2018-09-28,211,Friday,Friday 28th September 2018,11:30:00,19:00:00,450.0,"11:30-7: PISA067 K-C (blood ready at 12) cancelled, will be sometime soon instead",not done,True
681,2018-09-28,211,Friday,Friday 28th September 2018,,,,Colour code pipettes (Chlamydia lab must be yellow),done,False
682,2018-10-01,214,Monday,Monday 1st October 2018,,,,[Labour day],note,True
683,2018-10-02,215,Tuesday,Tuesday 2nd October 2018,09:00:00,14:00:00,300.0,"9-2: SS02 Massons trichrome images for Air, 12wk smk, 12wk smk FT (n = 6) (old scope booked 9-2)",done,True
684,2018-10-02,215,Tuesday,Tuesday 2nd October 2018,14:00:00,17:00:00,180.0,2-5: RV014 miRNA cDNA qPCR (booked 5 - 7),done,True
685,2018-10-03,216,Wednesday,Wednesday 3rd October 2018,09:00:00,11:00:00,120.0,9-11: gDNA extraction for Gang,done,True
686,2018-10-03,216,Wednesday,Wednesday 3rd October 2018,12:00:00,17:00:00,300.0,12-5: MLI photos for NH09 cohorts 1 and 2 (new scope booked 1-5),done,True
687,2018-10-04,217,Thursday,Thursday 4th October 2018,11:30:00,19:00:00,450.0,11:30-7: PISA067 K-C (blood ready at 12) postponed by patient,not done,True
688,2018-10-04,217,Thursday,Thursday 4th October 2018,09:00:00,14:00:00,300.0,9-2: Collagen analysis for SS02,done,False
689,2018-10-04,217,Thursday,Thursday 4th October 2018,15:00:00,17:00:00,120.0,3-5: MLI photos for NH09,done,False
690,2018-10-04,217,Thursday,Thursday 4th October 2018,,,,Sometime: Coat 2x 384 well plates for ELISA RV017 BALF,not done,True
691,2018-10-05,218,Friday,Friday 5th October 2018,09:00:00,17:00:00,480.0,9-5: IFN-lambda ELISA RV017,not done,True
692,2018-10-05,218,Friday,Friday 5th October 2018,07:00:00,12:00:00,300.0,7-12: RV014 and RV015 miRNA qPCR. 1st from 7 till 10. 2nd from 10 to 12.,done,False
693,2018-10-05,218,Friday,Friday 5th October 2018,12:00:00,13:00:00,60.0,12-1: Make up buffers for Alan Hsu,done,False
694,2018-10-05,218,Friday,Friday 5th October 2018,13:00:00,15:00:00,120.0,1-3: Collagen analysis for SS02,partly done,True
695,2018-10-08,221,Monday,Monday 8th October 2018,09:00:00,10:00:00,60.0,9-10: Lab meeting,done,True
696,2018-10-08,221,Monday,Monday 8th October 2018,09:30:00,11:30:00,120.0,9:30-11:30: NH09 MLI photos,done,True
697,2018-10-08,221,Monday,Monday 8th October 2018,12:00:00,15:30:00,210.0,12-3:30: RV017/18 defensin qPCR (booked 3:30pm) cancelled so I can do more MLI photos since the microscope is now free,not done,True
698,2018-10-08,221,Monday,Monday 8th October 2018,12:00:00,17:00:00,300.0,12-5: NH09 MLI photos,done,False
699,2018-10-08,221,Monday,Monday 8th October 2018,,,,Gang will find me to show me labelling,done,False
700,2018-10-09,222,Tuesday,Tuesday 9th October 2018,,,,First first thing: Help Adam W setup scope for MLIs,done,False
701,2018-10-09,222,Tuesday,Tuesday 9th October 2018,,,,First thing: Labelling for Gang (needs to be done before Thursday),done,False
702,2018-10-09,222,Tuesday,Tuesday 9th October 2018,,,,Get buffers for Alan Hsu,done,False
703,2018-10-09,222,Tuesday,Tuesday 9th October 2018,09:00:00,14:00:00,300.0,9-2: SS02 Collagen deposition analysis,done,True
704,2018-10-09,222,Tuesday,Tuesday 9th October 2018,14:00:00,17:00:00,180.0,2-5: NH09 blood smear counts,done,False
705,2018-10-09,222,Tuesday,Tuesday 9th October 2018,14:00:00,17:00:00,180.0,2-5: RV017/18 defensin qPCR #2 (need to book Viia west wing for 5pm) had to NH09 blood smears as they were urgent,not done,True
706,2018-10-10,223,Wednesday,Wednesday 10th October 2018,,,,"Mice due to arrive, make sure to check there are indeed 36 black females",done,True
707,2018-10-10,223,Wednesday,Wednesday 10th October 2018,09:30:00,17:30:00,480.0,9:30-5:30: PISA080 (blood ready 10),done,False
708,2018-10-10,223,Wednesday,Wednesday 10th October 2018,,,,When free: NH09 blood smears,done,False
709,2018-10-11,224,Thursday,Thursday 11th October 2018,,,,11-7:30:PISA078 CMP (blood ready at 12) cancelled,not done,True
710,2018-10-11,224,Thursday,Thursday 11th October 2018,11:00:00,19:30:00,510.0,11-7:30: PISA079 K-S (blood ready at 11:30),done,True
711,2018-10-11,224,Thursday,Thursday 11th October 2018,,,,Sometime: Coat 2x 384 well plates for ELISA RV017 BALF,not done,True
712,2018-10-12,225,Friday,Friday 12th October 2018,09:00:00,17:00:00,480.0,9-5: IFN-lambda ELISA RV017 postponed for more urgent PCRs,not done,True
713,2018-10-12,225,Friday,Friday 12th October 2018,09:00:00,14:00:00,300.0,9-2: NH09 Blood smear counts,done,False
714,2018-10-12,225,Friday,Friday 12th October 2018,14:00:00,17:00:00,180.0,2-5: RV017/18 defensin PCR #1,done,False
716,2018-10-15,228,Monday,Monday 15th October 2018,09:00:00,12:00:00,180.0,9-12: RV014/15 Defensin PCR #2 (biorad 384 booked 11:30-1:30),done,True
717,2018-10-15,228,Monday,Monday 15th October 2018,12:00:00,14:00:00,120.0,12-2: Normalisation of mice,done,True
718,2018-10-15,228,Monday,Monday 15th October 2018,14:00:00,17:00:00,180.0,2-5: RV014/15 Defensin PCR #3 (biorad 384 booked 5-7),done,True
719,2018-10-15,228,Monday,Monday 15th October 2018,,,,NH09 blood smear counts – finished!,done,False
720,2018-10-15,228,Monday,Monday 15th October 2018,16:20:00,17:00:00,40.0,4:20-5: NH09 MLI counts,done,False
721,2018-10-16,229,Tuesday,Tuesday 16th October 2018,11:30:00,19:00:00,450.0,11:30-7: PISA067 K-C (blood ready at 12),done,True
722,2018-10-16,229,Tuesday,Tuesday 16th October 2018,,,,"Sometime: check the over-groomed mouse, no better or worse today",done,False
723,2018-10-16,229,Tuesday,Tuesday 16th October 2018,,,,Find James’s samples,partly done,True
724,2018-10-16,229,Tuesday,Tuesday 16th October 2018,,,,New inventory sheet,done,False
725,2018-10-17,230,Wednesday,Wednesday 17th October 2018,09:00:00,15:00:00,360.0,"9-3: NH09 MLI photos (booked 9-3, rest of cohort 2)",done,True
726,2018-10-17,230,Wednesday,Wednesday 17th October 2018,15:00:00,17:00:00,120.0,3-5: ABCD02 BALf,not done,True
727,2018-10-17,230,Wednesday,Wednesday 17th October 2018,15:00:00,16:00:00,60.0,3-4: Stain Jemma’s BALf (may grunwald),done,False
728,2018-10-17,230,Wednesday,Wednesday 17th October 2018,,,,Sometime: check over-groomed mouse,done,False
729,2018-10-18,231,Thursday,Thursday 18th October 2018,09:00:00,13:00:00,240.0,9-1: RNA extractions for Gang,done,True
730,2018-10-18,231,Thursday,Thursday 18th October 2018,13:00:00,15:00:00,120.0,1-3: Normalisation of mice,done,False
731,2018-10-18,231,Thursday,Thursday 18th October 2018,15:00:00,17:00:00,120.0,"3-5: Find James’s samples, deliveries receipts, PBS",partly done,False
732,2018-10-18,231,Thursday,Thursday 18th October 2018,,,,Sometime: Coat 2x 384 well plates for ELISA RV017 BALF,not done,True
733,2018-10-19,232,Friday,Friday 19th October 2018,09:00:00,17:00:00,480.0,9-5: IFN-lambda ELISA RV017,not done,True
734,2018-10-19,232,Friday,Friday 19th October 2018,,,,Take down PBS and bring up glassware,done,False
735,2018-10-19,232,Friday,Friday 19th October 2018,10:00:00,18:00:00,480.0,10-6: PISA068 A-O (blood ready at 10:30),done,False
736,2018-10-19,232,Friday,Friday 19th October 2018,16:00:00,17:00:00,60.0,4-5: Tm test of beta defensin primers (booked for 5pm on 96 well biorad),done,False
737,2018-10-22,235,Monday,Monday 22nd October 2018,09:00:00,13:00:00,240.0,9-1: GL05 COPD RT-PCR (booked machine #1 11-13),done,True
738,2018-10-22,235,Monday,Monday 22nd October 2018,13:00:00,14:00:00,60.0,1-2: GL05 COPD Vtn qPCR 96-well (booked 2pm biorad 96),done,True
739,2018-10-22,235,Monday,Monday 22nd October 2018,14:00:00,16:00:00,120.0,2-4: Normalisation of mice,done,True
740,2018-10-22,235,Monday,Monday 22nd October 2018,16:00:00,17:00:00,60.0,4-5: NH09 MLIs,done,False
741,2018-10-23,236,Tuesday,Tuesday 23rd October 2018,,,,[1.5 hrs overtime],note,True
742,2018-10-23,236,Tuesday,Tuesday 23rd October 2018,09:00:00,18:30:00,570.0,9-6:30: PISA083 A-R (blood ready at 9:30),done,True
743,2018-10-23,236,Tuesday,Tuesday 23rd October 2018,09:00:00,18:30:00,570.0,9-6:30: PISA081 A-C (blood ready at 10:30),done,True
744,2018-10-23,236,Tuesday,Tuesday 23rd October 2018,,,,"Find ELISA kits IL-5, IL-13, IL-9, IFNg, CXCL1 or CXCL2/KC or MIP2",done,False
745,2018-10-24,237,Wednesday,Wednesday 24th October 2018,10:00:00,18:00:00,480.0,10-6: PISA082 J-S (blood ready at 10:30),done,True
746,2018-10-24,237,Wednesday,Wednesday 24th October 2018,,,,Ferro study blood prep,done,False
747,2018-10-24,237,Wednesday,Wednesday 24th October 2018,15:00:00,17:00:00,120.0,3-5: RV014 and 15 BD qPCR at Tm = 55 (booked 5pm biorad 384) ,done,False
748,2018-10-25,238,Thursday,Thursday 25th October 2018,,,,"[went home sick at 12, took time in lieu]",note,True
749,2018-10-25,238,Thursday,Thursday 25th October 2018,,,,PBS aliquots,done,False
750,2018-10-25,238,Thursday,Thursday 25th October 2018,,,,RBCLB aliquots,done,False
751,2018-10-25,238,Thursday,Thursday 25th October 2018,,,,"Sometime: coat plate for IFN-lambda ELISA, Tegan will do this for me",done,False
752,2018-10-25,238,Thursday,Thursday 25th October 2018,12:00:00,14:00:00,120.0,12-2: Normalisation of mice,done,True
753,2018-10-25,238,Thursday,Thursday 25th October 2018,09:00:00,12:00:00,180.0,9-12: RV014 and RV015 miRNA qPCR #1 (booked 11-1 biorad 384),not done,True
754,2018-10-25,238,Thursday,Thursday 25th October 2018,14:00:00,17:00:00,180.0,2-5: RV014 and RV015 miRNA qPCR #2 (booked 5pm biorad 384),not done,True
755,2018-10-26,239,Friday,Friday 26th October 2018,09:00:00,17:00:00,480.0,9-5: IFN-lambda ELISA RV017,done,True
756,2018-10-26,239,Friday,Friday 26th October 2018,14:30:00,15:30:00,60.0,2:30-3:30: NH09 missed MLIs,done,False
757,2018-10-26,239,Friday,Friday 26th October 2018,,,,Talk to Khadem about PA01 assay,done,False
758,2018-10-26,239,Friday,Friday 26th October 2018,,,,Sort out qPCR info for Bec,done,False
759,2018-10-26,239,Friday,Friday 26th October 2018,,,,Take down PISA samples,done,False
760,2018-10-26,239,Friday,Friday 26th October 2018,,,,Bring up 24x50 coverslips,done,False
761,2018-10-29,242,Monday,Monday 29th October 2018,09:00:00,09:30:00,30.0,9-9:30: lab meeting – no lab meeting,not done,True
762,2018-10-29,242,Monday,Monday 29th October 2018,09:30:00,14:00:00,270.0,9:30-2: TJ09/12 Mast cell scoring,done,True
763,2018-10-29,242,Monday,Monday 29th October 2018,14:00:00,15:00:00,60.0,2-3: coat plates and prep for ELISAs (use 96 well plates),not done,True
764,2018-10-29,242,Monday,Monday 29th October 2018,15:00:00,17:00:00,120.0,"3-5: Test new RBCLB, make new 10x RBCLB stock, other lab chores",done,True
765,2018-10-30,243,Tuesday,Tuesday 30th October 2018,09:00:00,17:00:00,480.0,"9-5: Jay ELISAs pt 1 IFNg, CXCL1",not done,True
766,2018-10-30,243,Tuesday,Tuesday 30th October 2018,09:00:00,10:30:00,90.0,9-10:30: Mouse normalisation,done,True
767,2018-10-30,243,Tuesday,Tuesday 30th October 2018,,,,Sort out samples with Jay – kits are made up,done,False
768,2018-10-30,243,Tuesday,Tuesday 30th October 2018,10:30:00,11:30:00,60.0,10:30-11:30: Move freezer contents from emergency to new one,done,False
769,2018-10-30,243,Tuesday,Tuesday 30th October 2018,12:00:00,15:00:00,180.0,12-3: GL MLI photos,done,False
770,2018-10-30,243,Tuesday,Tuesday 30th October 2018,15:00:00,17:00:00,120.0,3-5: coat plates and prep for ELISAs (use 96 well plates),done,True
771,2018-10-31,244,Wednesday,Wednesday 31st October 2018,,,,"If Khadem hasn’t replied by this morning, send him a reminder email",done,False
772,2018-10-31,244,Wednesday,Wednesday 31st October 2018,09:00:00,17:00:00,480.0,"9-5: Jay ELISAs pt 1 IFNg, CXCL1, standard in HBSS media",done,True
773,2018-10-31,244,Wednesday,Wednesday 31st October 2018,,,,GL MLI analysis,done,False
774,2018-11-01,245,Thursday,Thursday 1st November 2018,09:00:00,11:00:00,120.0,9-11: RV014 and RV015 miRNA qPCR #1 (booked 11-1 biorad 384),done,True
775,2018-11-01,245,Thursday,Thursday 1st November 2018,11:00:00,13:00:00,120.0,11-1: RV014 and RV015 miRNA qPCR #2 (booked 1-3pm biorad 384),done,True
776,2018-11-01,245,Thursday,Thursday 1st November 2018,14:00:00,15:00:00,60.0,2-3: Mouse normalisation,done,True
777,2018-11-01,245,Thursday,Thursday 1st November 2018,15:00:00,17:00:00,120.0,3-5: Shakti poop extraction protein BCA,partly done,True
778,2018-11-01,245,Thursday,Thursday 1st November 2018,,,,Make LB agar if have time,done,False
779,2018-11-01,245,Thursday,Thursday 1st November 2018,,,,Ferro study blood collection,done,False
780,2018-11-02,246,Friday,Friday 2nd November 2018,09:30:00,17:30:00,480.0,9:30-5:30: PISA078 O-C (blood ready at 10am),done,False
781,2018-11-02,246,Friday,Friday 2nd November 2018,,,,Finish Shakti BCA,done,False
782,2018-11-02,246,Friday,Friday 2nd November 2018,,,,Move lvl 1 chest freezer contents with Alex,done,False
783,2018-11-02,246,Friday,Friday 2nd November 2018,,,,Sign off keys,done,False
784,2018-11-02,246,Friday,Friday 2nd November 2018,,,,Coat plates for Monday,done,False
785,2018-11-02,246,Friday,Friday 2nd November 2018,09:00:00,17:00:00,480.0,"9-5: Jay ELISAs pt 2 TNFa, CXCL2",not done,True
786,2018-11-05,249,Monday,Monday 5th November 2018,,,,[Bleach removed from L2E] ,note,True
787,2018-11-05,249,Monday,Monday 5th November 2018,,,,Make LB agar media,done,True
788,2018-11-05,249,Monday,Monday 5th November 2018,09:00:00,17:00:00,480.0,"9-5: Jay ELISAs TNFa, CXCL1, INF-g",done,True
789,2018-11-05,249,Monday,Monday 5th November 2018,15:00:00,17:00:00,120.0,3-5: Streak PAO1 glycerol on solid LB media,not done,True
790,2018-11-05,249,Monday,Monday 5th November 2018,,,,When free GL MLIs,not done,True
791,2018-11-05,249,Monday,Monday 5th November 2018,,,,Send PCR data to Swaroop,done,False
792,2018-11-06,250,Tuesday,Tuesday 6th November 2018,,,,[Leave for partner’s family funeral],note,True
793,2018-11-07,251,Wednesday,Wednesday 7th November 2018,09:00:00,13:00:00,240.0,9-1: GL Sirius red airway pics on new scope,done,True
794,2018-11-07,251,Wednesday,Wednesday 7th November 2018,13:00:00,17:00:00,240.0,1-5: GL MLIs,partly done,True
795,2018-11-07,251,Wednesday,Wednesday 7th November 2018,15:00:00,17:00:00,120.0,3-5: Make O/Ns of PAO1 culture,done,True
796,2018-11-07,251,Wednesday,Wednesday 7th November 2018,,,,Ask Tegan about long coverslips trial ones,done,False
797,2018-11-07,251,Wednesday,Wednesday 7th November 2018,,,,Make up hormones in Ethanol – 6.6mL Ethanol with 1.15g testosterone propionate,done,False
798,2018-11-07,251,Wednesday,Wednesday 7th November 2018,,,,Label ELISA data,done,False
799,2018-11-07,251,Wednesday,Wednesday 7th November 2018,,,,Do delivery receipts,done,False
800,2018-11-08,252,Thursday,Thursday 8th November 2018,,,,Email Dimi about ELISAs,partly done,True
801,2018-11-08,252,Thursday,Thursday 8th November 2018,09:00:00,17:30:00,510.0,9-5:30: Surprise PISA! ,done,False
802,2018-11-08,252,Thursday,Thursday 8th November 2018,,,,Clean tissue culture lab for IBC inspection,done,False
803,2018-11-08,252,Thursday,Thursday 8th November 2018,,,,GL MLIs,done,False
804,2018-11-08,252,Thursday,Thursday 8th November 2018,,,,Call IT back,done,False
805,2018-11-08,252,Thursday,Thursday 8th November 2018,,,,"From store: Microscope slides, 10 uL filter tips, take down flasks on trolley",done,False
806,2018-11-08,252,Thursday,Thursday 8th November 2018,09:00:00,12:00:00,180.0,9-12: PAO1 subcultured with treatments – cultures put on at 12pm,done,True
807,2018-11-08,252,Thursday,Thursday 8th November 2018,13:00:00,17:00:00,240.0,"1-5: RT-PCR miRNA for RV015 146b + all other targets, do PM and PF samples as well (#1 booked 3 to 5) – Bernie will do this for me!",partly done,True
808,2018-11-09,253,Friday,Friday 9th November 2018,,,,PAO1 hormone treated for mice infection this day,not done,True
809,2018-11-09,253,Friday,Friday 9th November 2018,09:00:00,13:00:00,240.0,"9-1: PAO1 subculturing – 3 timepoints (0hrs, 2hrs, 4hrs, and 6hrs). Cultures contaminated :(",not done,True
810,2018-11-09,253,Friday,Friday 9th November 2018,09:00:00,18:00:00,540.0,9-6: PISA084 ABB (blood ready 10:15),done,True
811,2018-11-09,253,Friday,Friday 9th November 2018,,,,Swap mice bedding,done,False
812,2018-11-09,253,Friday,Friday 9th November 2018,,,,Check LB canary – no growth after several hours,done,False
813,2018-11-09,253,Friday,Friday 9th November 2018,,,,Make 0.1M NaOH,done,False
814,2018-11-09,253,Friday,Friday 9th November 2018,,,,Check RBCLB and PBS – both good for now,done,False
815,2018-11-09,253,Friday,Friday 9th November 2018,,,,Take down PISA samples,done,False
817,2018-11-12,256,Monday,Monday 12th November 2018,09:00:00,14:00:00,300.0,9-2: miRNA RT-PCR RV015 PM and PF samples (all targets),partly done,True
818,2018-11-12,256,Monday,Monday 12th November 2018,14:00:00,16:00:00,120.0,2-4: temp curve for TJ primers,done,True
819,2018-11-12,256,Monday,Monday 12th November 2018,16:00:00,17:00:00,60.0,4-5: O/N PAO1,done,True
820,2018-11-12,256,Monday,Monday 12th November 2018,,,,Decontaminate -20C chest freezer downstairs,not done,True
821,2018-11-12,256,Monday,Monday 12th November 2018,,,,Create database for ferro study,not done,True
822,2018-11-13,257,Tuesday,Tuesday 13th November 2018,09:00:00,17:00:00,480.0,9:00-5: PISA090 K-K (blood ready at 9:30),done,True
823,2018-11-13,257,Tuesday,Tuesday 13th November 2018,,,,Sometime: PAO1 O/N with treatments,done,True
824,2018-11-13,257,Tuesday,Tuesday 13th November 2018,,,,Sometime: Mouse bedding swaps,done,True
825,2018-11-13,257,Tuesday,Tuesday 13th November 2018,,,,"Sometime: Send temp curve data to TJ, aliquot NFW water for 1:10 serial dilutions, add NFW to miRNA plate and tube it",done,False
826,2018-11-13,257,Tuesday,Tuesday 13th November 2018,,,,Match dates to datapoints in ELISA,done,False
827,2018-11-14,258,Wednesday,Wednesday 14th November 2018,09:30:00,17:30:00,480.0,9:30-5:30: PISA075 S-C (blood ready at 10),done,True
828,2018-11-14,258,Wednesday,Wednesday 14th November 2018,09:00:00,16:00:00,420.0,9-4: Growth curve of PAO1 with/without treatments,done,True
829,2018-11-14,258,Wednesday,Wednesday 14th November 2018,,,,"RBCLB, water for autoclaving, PBS for autoclaving",done,False
830,2018-11-15,259,Thursday,Thursday 15th November 2018,09:00:00,17:00:00,480.0,9-5: PISA086 H-M (blood ready 9:30),done,True
831,2018-11-15,259,Thursday,Thursday 15th November 2018,,,,Sometime: Mouse bedding swaps,done,True
832,2018-11-15,259,Thursday,Thursday 15th November 2018,14:00:00,17:00:00,180.0,2-5: RV015 PM PF qPCR miRNA,not done,True
833,2018-11-15,259,Thursday,Thursday 15th November 2018,,,,Take images of spot plates,done,False
834,2018-11-15,259,Thursday,Thursday 15th November 2018,,,,temp curve for TJ,done,False
835,2018-11-16,260,Friday,Friday 16th November 2018,08:45:00,18:30:00,585.0,8:45-6:30: PISA089 A-B (blood ready 9),done,True
836,2018-11-16,260,Friday,Friday 16th November 2018,08:45:00,18:30:00,585.0,8:45-6:30: PISA092 G-G (blood ready 11:00),done,True
837,2018-11-16,260,Friday,Friday 16th November 2018,,,,Streak new PAO1 plate,done,False
838,2018-11-16,260,Friday,Friday 16th November 2018,,,,Send data to TJ,done,False
839,2018-11-16,260,Friday,Friday 16th November 2018,,,,"PBS, water for autoclave",done,False
840,2018-11-16,260,Friday,Friday 16th November 2018,,,,Finish receipts,done,False
841,2018-11-16,260,Friday,Friday 16th November 2018,,,,Take down PISA samples in mr frosty,done,False
843,2018-11-19,263,Monday,Monday 19th November 2018,09:00:00,11:00:00,120.0,9-11: RV015 PM qPCR #1 (biorad 384 booked 11),done,True
844,2018-11-19,263,Monday,Monday 19th November 2018,,,,Dates for ELISA data,done,False
845,2018-11-19,263,Monday,Monday 19th November 2018,,,,Forms for Dimi,partly done,True
846,2018-11-19,263,Monday,Monday 19th November 2018,11:00:00,13:00:00,120.0,11-1: RV015 PM qPCR #2 (biorad 384 booked 1),done,True
847,2018-11-19,263,Monday,Monday 19th November 2018,14:00:00,15:00:00,60.0,2-3: PA01 O/N,done,True
848,2018-11-19,263,Monday,Monday 19th November 2018,,,,[went home sick at 3:30],note,True
849,2018-11-19,263,Monday,Monday 19th November 2018,15:00:00,17:00:00,120.0,3-5: RV015 146b qPCR (biorad 384 booked 5),not done,True
850,2018-11-20,264,Tuesday,Tuesday 20th November 2018,09:00:00,17:00:00,480.0,9:00-5: PISA091 M-H (blood ready at 10:00),done,True
851,2018-11-20,264,Tuesday,Tuesday 20th November 2018,09:00:00,09:30:00,30.0,9-9:30: PA01 O/N in 2.5uM test or equivalent ethanol (10uL),done,True
852,2018-11-20,264,Tuesday,Tuesday 20th November 2018,,,,switch mice between cages,done,False
853,2018-11-20,264,Tuesday,Tuesday 20th November 2018,,,,Forms for Dimi – need more information,partly done,True
854,2018-11-20,264,Tuesday,Tuesday 20th November 2018,,,,Wash up,done,False
855,2018-11-20,264,Tuesday,Tuesday 20th November 2018,,,,LB and LB-agar for autoclaving,done,False
856,2018-11-20,264,Tuesday,Tuesday 20th November 2018,,,,Check ficoll order – was sent today,done,False
857,2018-11-21,265,Wednesday,Wednesday 21st November 2018,09:00:00,16:00:00,420.0,9-4: Growth curve of PA01 in 2.5uM test or equivalent ethanol,done,True
858,2018-11-21,265,Wednesday,Wednesday 21st November 2018,11:00:00,12:00:00,60.0,11-12: Lab meeting,done,False
859,2018-11-21,265,Wednesday,Wednesday 21st November 2018,16:00:00,17:00:00,60.0,4-5: PA01 overnight,done,True
860,2018-11-21,265,Wednesday,Wednesday 21st November 2018,16:00:00,17:00:00,60.0,4-5: Temp gradient for TJ and Gang primers,done,False
861,2018-11-21,265,Wednesday,Wednesday 21st November 2018,,,,Delivery receipts,partly done,True
862,2018-11-22,266,Thursday,Thursday 22nd November 2018,09:00:00,11:00:00,120.0,9-11: RV015 PM qPCR #3 (biorad 384 booked 11am),done,True
863,2018-11-22,266,Thursday,Thursday 22nd November 2018,11:00:00,13:00:00,120.0,11-1: TJ02 WT vs TLR7 KO air vs smk (don’t run TLR4) – bunch of genes (booked 1pm biorad 384),done,True
864,2018-11-22,266,Thursday,Thursday 22nd November 2018,,,,Delivery receipts,done,False
865,2018-11-22,266,Thursday,Thursday 22nd November 2018,,,,LB-agar,done,False
866,2018-11-22,266,Thursday,Thursday 22nd November 2018,,,,PAO1 treatment overnights,done,False
867,2018-11-22,266,Thursday,Thursday 22nd November 2018,,,,Count colonies on PAO1 plates,done,False
868,2018-11-22,266,Thursday,Thursday 22nd November 2018,,,,PBS aliquots,partly done,True
869,2018-11-22,266,Thursday,Thursday 22nd November 2018,,,,Make more LB-agar,done,False
870,2018-11-22,266,Thursday,Thursday 22nd November 2018,15:00:00,17:00:00,120.0,3-5: RV015 PF qPCR #2 (biorad 384 not booked yet),not done,True
871,2018-11-23,267,Friday,Friday 23rd November 2018,,,,Pour LB-agar plates,done,False
872,2018-11-23,267,Friday,Friday 23rd November 2018,10:00:00,18:00:00,480.0,10-6: PISA087 G-L (blood ready 10:30),done,True
873,2018-11-23,267,Friday,Friday 23rd November 2018,10:00:00,18:00:00,480.0,10-6: PISA085 L-L (blood ready 10:30),done,True
874,2018-11-23,267,Friday,Friday 23rd November 2018,,,,PAO1 CFU calcs repeat: Bernie will do these,done,False
875,2018-11-23,267,Friday,Friday 23rd November 2018,,,,Send qPCR data to Bec and TJ,done,False
877,2018-11-26,270,Monday,Monday 26th November 2018,,,,"Check if missed anything for Gang, TJ or Bec",done,True
878,2018-11-26,270,Monday,Monday 26th November 2018,,,,[New RA starts – will need to learn PISA],note,True
879,2018-11-26,270,Monday,Monday 26th November 2018,09:00:00,12:00:00,180.0,9-12: RV015 PF qPCR #1,done,True
880,2018-11-26,270,Monday,Monday 26th November 2018,12:00:00,14:00:00,120.0,12-2: RV015 PF qPCR #2,done,True
881,2018-11-26,270,Monday,Monday 26th November 2018,02:00:00,,,2: LN2 for PISA samples,done,False
882,2018-11-26,270,Monday,Monday 26th November 2018,14:00:00,16:00:00,120.0,2-4: Prep for friday’s endpoint,done,True
883,2018-11-26,270,Monday,Monday 26th November 2018,16:00:00,17:00:00,60.0,4-5: PAO1 O/N,done,True
884,2018-11-27,271,Tuesday,Tuesday 27th November 2018,11:00:00,19:00:00,480.0,11-7: PISA094 S-B (blood ready at 12),done,True
885,2018-11-27,271,Tuesday,Tuesday 27th November 2018,15:00:00,16:00:00,60.0,3-4: PAO1 treatment overnights,done,True
886,2018-11-27,271,Tuesday,Tuesday 27th November 2018,,,,PAO1 O/N for Thursday?,done,False
887,2018-11-27,271,Tuesday,Tuesday 27th November 2018,,,,Pour LB-Agar plates,done,False
888,2018-11-27,271,Tuesday,Tuesday 27th November 2018,,,,"Send data to Gang, TJ and Bec",done,False
889,2018-11-27,271,Tuesday,Tuesday 27th November 2018,,,,Give primer sequences to Tegan,done,False
890,2018-11-27,271,Tuesday,Tuesday 27th November 2018,,,,Call Nicole about anti-PCP,partly done,True
891,2018-11-28,272,Wednesday,Wednesday 28th November 2018,,,,[sick],note,True
892,2018-11-28,272,Wednesday,Wednesday 28th November 2018,,,,Delivery Receipts,not done,True
893,2018-11-28,272,Wednesday,Wednesday 28th November 2018,,,,Take down PISA samples,not done,True
894,2018-11-28,272,Wednesday,Wednesday 28th November 2018,09:00:00,13:00:00,240.0,9-1: Validate new growth curve models for PAO1,not done,True
