,date,ordinal_date,dayofweek,day,time taken,start_time,end_time,time_taken,activity,strike,black,red,green,blue,activity status,planned
1090,2019-01-29,334,Tuesday,Tuesday 29th January 2019,10-2,10:00:00,14:00:00,240.0,10-2: TJ microscopy work,True,False,False,False,True,done,False
1091,2019-01-29,334,Tuesday,Tuesday 29th January 2019,2-4,14:00:00,16:00:00,120.0,"2-4: RT-PCR RV-SYN01 and Gang samples – Huw, Olivia, and Henry are trialling some things so will just do dilutions today and qPCR tomorrow morning. Nanodropped and Diluted in preparation.",False,False,False,True,False,partly done,True
1092,2019-01-29,334,Tuesday,Tuesday 29th January 2019,4-5,16:00:00,17:00:00,60.0,4-5: PAO1 O/Ns for endpoint,True,True,False,False,False,done,True
1093,2019-01-30,335,Wednesday,Wednesday 30th January 2019,9-10,09:00:00,10:00:00,60.0,9-10: qPCR HPRT test,True,False,False,False,True,done,False
1094,2019-01-30,335,Wednesday,Wednesday 30th January 2019,,,,,"Sort out ordering for 10 ml tubes, ask if we can return defective tubes",True,False,False,False,True,done,False
1095,2019-01-30,335,Wednesday,Wednesday 30th January 2019,,,,,Normalise Mice,True,False,False,False,True,done,False
1096,2019-01-30,335,Wednesday,Wednesday 30th January 2019,,,,,Put together document of RT-PCR tests,True,False,False,False,True,done,False
1097,2019-01-30,335,Wednesday,Wednesday 30th January 2019,9-11,09:00:00,11:00:00,120.0,9-11: Endpoint prep,True,True,False,False,False,done,True
1098,2019-01-30,335,Wednesday,Wednesday 30th January 2019,11-12,11:00:00,12:00:00,60.0,11-12: PAO1 treatment overnights,True,True,False,False,False,done,True
1099,2019-01-30,335,Wednesday,Wednesday 30th January 2019,1-5,13:00:00,17:00:00,240.0,1-5: RV-SYN01 qPCRs,False,False,True,False,False,not done,True
1100,2019-01-30,335,Wednesday,Wednesday 30th January 2019,2-4,14:00:00,16:00:00,120.0,2-4: TJ microscopy,True,False,False,False,True,done,False
1101,2019-01-30,335,Wednesday,Wednesday 30th January 2019,4,04:00:00,,,4: Meeting about AUSPICE planning with Tegan and Alex,True,False,False,False,True,done,False
1102,2019-01-31,336,Thursday,Thursday 31st January 2019,7-6,07:00:00,18:00:00,660.0,7-6: PAO1 endpoint,True,True,False,False,False,done,True
1103,2019-02-01,337,Friday,Friday 1st February 2019,,,,,[late start because of time in lieu from Thursday. 10:30am],False,True,False,False,False,note,True
1104,2019-02-01,337,Friday,Friday 1st February 2019,9-12,09:00:00,12:00:00,180.0,9-12: Gang qPCR,False,False,True,False,False,not done,True
1105,2019-02-01,337,Friday,Friday 1st February 2019,,,,,Normalise Mice,True,False,False,False,True,done,False
1106,2019-02-01,337,Friday,Friday 1st February 2019,11-3,11:00:00,15:00:00,240.0,11-3: RT-PCR (booked #1 at 2pm),True,False,False,False,True,done,False
1107,2019-02-01,337,Friday,Friday 1st February 2019,,,,,Count plates,True,False,False,False,True,done,False
1108,2019-02-01,337,Friday,Friday 1st February 2019,3-5,15:00:00,17:00:00,120.0,3-5: Post-doc meeting,True,True,False,False,False,done,True
1109,2019-02-04,340,Monday,Monday 4th February 2019,9-12,09:00:00,12:00:00,180.0,9-12: Gang qPCR (booked 12pm),True,True,False,False,False,done,True
1110,2019-02-04,340,Monday,Monday 4th February 2019,,,,,Sort out 10 ml tube thing. Place order. Call about refund.,True,False,False,True,True,partly done,False
1111,2019-02-04,340,Monday,Monday 4th February 2019,,,,,"Make a google doc of PISA database, and add changes by Chris",True,False,False,False,True,done,False
1112,2019-02-04,340,Monday,Monday 4th February 2019,,,,,"Put RT-PCR samples into tubes, nanodrop cDNA as test",True,False,False,False,True,done,False
1113,2019-02-04,340,Monday,Monday 4th February 2019,,,,,Count plates,True,False,False,False,True,done,False
1114,2019-02-04,340,Monday,Monday 4th February 2019,2-5,14:00:00,17:00:00,180.0,2-5: RV-SYN01 qPCR (booked 5pm) Cancelled due to ongoing issues with qPCR pipeline,False,False,True,False,False,not done,True
1115,2019-02-05,341,Tuesday,Tuesday 5th February 2019,,,,,[have till 3pm to pick RNAs for bioanalyser],False,True,False,False,False,note,True
1116,2019-02-05,341,Tuesday,Tuesday 5th February 2019,,,,,"If RV-SYN01 qPCR works, can do more today.",False,False,True,False,False,not done,True
1117,2019-02-05,341,Tuesday,Tuesday 5th February 2019,9-11,09:00:00,11:00:00,120.0,"9-11: Mouse normalisation, collating PAO1 endpoint data",True,False,False,False,True,done,False
1118,2019-02-05,341,Tuesday,Tuesday 5th February 2019,12,12:00:00,,,12: wash up,True,False,False,False,True,done,False
1119,2019-02-05,341,Tuesday,Tuesday 5th February 2019,12:30-5,12:30:00,17:00:00,270.0,"12:30-5: TJ microscopy (old scope booked), finished TJ24 airways, worked on TJ16 tol blue",True,False,False,False,True,done,False
1120,2019-02-06,342,Wednesday,Wednesday 6th February 2019,10-6,10:00:00,18:00:00,480.0,10-6: PISA100 L-C (blood ready 10:30) – This one is for Shandelle,True,True,False,False,False,done,True
1121,2019-02-06,342,Wednesday,Wednesday 6th February 2019,3-5,15:00:00,17:00:00,120.0,3-5: RT-PCR with/without DNase treatment (booked 4pm),True,False,False,False,True,done,False
1122,2019-02-07,343,Thursday,Thursday 7th February 2019,9:45-10,09:45:00,10:00:00,15.0,9:45-10: Lab meeting,True,True,False,False,False,done,True
1123,2019-02-07,343,Thursday,Thursday 7th February 2019,9:30-5:30,09:30:00,17:30:00,480.0,9:30-5:30: PISA098 G-A (blood ready 10am) Cancelled,False,False,True,False,False,not done,True
1124,2019-02-07,343,Thursday,Thursday 7th February 2019,10-11,10:00:00,11:00:00,60.0,10-11: TJ Mast cell hunting,True,False,False,False,True,done,False
1125,2019-02-07,343,Thursday,Thursday 7th February 2019,11-12,11:00:00,12:00:00,60.0,11-12: RT-PCR problem meeting and lab chores,True,False,False,False,True,done,False
1126,2019-02-07,343,Thursday,Thursday 7th February 2019,1-2,13:00:00,14:00:00,60.0,1-2: Mouse Normalisation,True,False,False,False,True,done,False
1127,2019-02-07,343,Thursday,Thursday 7th February 2019,2-5,14:00:00,17:00:00,180.0,2-5: TJ Mast cell hunting,True,False,False,False,True,done,False
1128,2019-02-08,344,Friday,Friday 8th February 2019,,,,,"[got in 9:30am, took 30 mins time in lieu to leave at 5pm]",False,True,False,False,False,note,True
1129,2019-02-08,344,Friday,Friday 8th February 2019,11:30-7:30,11:30:00,19:30:00,480.0,11:30-7:30: PISA104 L-B (blood ready at 12) cancelled,False,False,True,False,False,not done,True
1130,2019-02-08,344,Friday,Friday 8th February 2019,,,,,AUSPICE Anti-PCP if samples come in – they did not,False,False,True,False,False,not done,True
1131,2019-02-08,344,Friday,Friday 8th February 2019,9:30-11,09:30:00,11:00:00,90.0,9:30-11: Show Amber how to setup a gradient primer test,True,False,False,False,True,done,False
1132,2019-02-08,344,Friday,Friday 8th February 2019,11-5,11:00:00,17:00:00,360.0,"11-5: TJ16 Mast cell hunting, deliveries",True,False,False,False,True,done,False
1133,2019-02-11,347,Monday,Monday 11th February 2019,10:30-6:30,10:30:00,18:30:00,480.0,10:30-6:30: PISA101 AJH (blood ready 11am),True,True,False,False,False,done,True
1134,2019-02-11,347,Monday,Monday 11th February 2019,Afternoon,,,,"Afternoon: May Grunwald staining with Brad, do on PA01 cytopsin slides (both expys, booked hood @ 2)",True,True,False,False,False,done,True
1135,2019-02-11,347,Monday,Monday 11th February 2019,,,,,Type up methods for PAO1 expy(s),True,True,False,False,False,done,True
1136,2019-02-12,348,Tuesday,Tuesday 12th February 2019,9-5,09:00:00,17:00:00,480.0,9-5: PISA104 L-B (blood ready 9:30),True,True,False,False,False,done,True
1137,2019-02-12,348,Tuesday,Tuesday 12th February 2019,Afternoon,,,,Afternoon: Show Brad how to mount PAO1 cytospin slides,True,True,False,False,False,done,True
1138,2019-02-12,348,Tuesday,Tuesday 12th February 2019,,,,,Mouse normalisation,True,True,False,False,False,done,True
1139,2019-02-12,348,Tuesday,Tuesday 12th February 2019,,,,,"find antibiotics, make cocktail?",True,False,False,False,True,done,False
1140,2019-02-13,349,Wednesday,Wednesday 13th February 2019,9-5,09:00:00,17:00:00,480.0,"9-5: PISA103 CMD (blood ready 9:30) – Shandelle will do this, I will do other things",False,True,False,False,False,done,True
1141,2019-02-13,349,Wednesday,Wednesday 13th February 2019,9-3,09:00:00,15:00:00,360.0,9-3: PAO1 BALF counts,True,False,False,False,True,done,False
1142,2019-02-13,349,Wednesday,Wednesday 13th February 2019,3-4,15:00:00,16:00:00,60.0,"3-4: Check Bernie’s cells, wash and give new media",True,False,False,False,True,done,False
1143,2019-02-13,349,Wednesday,Wednesday 13th February 2019,4-5,16:00:00,17:00:00,60.0,"4-5: Gang nanodrop, plans for what to do?",True,False,False,False,True,done,False
1144,2019-02-14,350,Thursday,Thursday 14th February 2019,9-2,09:00:00,14:00:00,300.0,"9-2: RT-PCR for Bec, going to try old cDNA first (2nd round of RT-PCR)",False,False,True,False,False,not done,True
1145,2019-02-14,350,Thursday,Thursday 14th February 2019,9-10,09:00:00,10:00:00,60.0,9-10: Mouse normalisation – do tomorrow because bedding was changed today,False,False,True,False,False,not done,True
1146,2019-02-14,350,Thursday,Thursday 14th February 2019,9-10,09:00:00,10:00:00,60.0,9-10: TJ23 Mast Cell Microscopy,True,False,False,False,True,done,False
1147,2019-02-14,350,Thursday,Thursday 14th February 2019,10-1,10:00:00,13:00:00,180.0,10-1: qPCR for TJ (booked 1pm),True,True,False,False,False,done,True
1148,2019-02-14,350,Thursday,Thursday 14th February 2019,2-5,14:00:00,17:00:00,180.0,"2-5: RV-SYN01 qPCR (booked 5pm) – cancelled, couldn’t find some samples?!",False,False,True,False,False,not done,True
1149,2019-02-15,351,Friday,Friday 15th February 2019,9-1,09:00:00,13:00:00,240.0,9-1: RT-PCR RV-SYN01 (booked machine #2 11-1),True,False,False,False,True,done,False
1150,2019-02-15,351,Friday,Friday 15th February 2019,1-3,13:00:00,15:00:00,120.0,1-3: qPCRs for GL Prss31 (booked 3-5pm),True,True,False,False,False,done,True
1151,2019-02-15,351,Friday,Friday 15th February 2019,3-4,15:00:00,16:00:00,60.0,3-4: RA/Post-doc meeting,True,True,False,False,False,done,True
1152,2019-02-15,351,Friday,Friday 15th February 2019,4-5,16:00:00,17:00:00,60.0,4-5: Mouse normalisation,True,False,False,False,True,done,False
1153,2019-02-18,354,Monday,Monday 18th February 2019,9-10,09:00:00,10:00:00,60.0,9-10: Lab meeting,True,True,False,False,False,done,True
1154,2019-02-18,354,Monday,Monday 18th February 2019,10-1,10:00:00,13:00:00,180.0,10-1: RV-SYN01 qPCR (booked 1-3pm),True,True,False,False,False,done,True
1155,2019-02-18,354,Monday,Monday 18th February 2019,2-5,14:00:00,17:00:00,180.0,2-5: TJ23 Mast Cell Microscopy,True,True,False,False,False,done,True
1156,2019-02-18,354,Monday,Monday 18th February 2019,,,,,Check about antibodies arrival for abx treatment model,True,True,False,False,False,done,True
1157,2019-02-19,355,Tuesday,Tuesday 19th February 2019,9-10,09:00:00,10:00:00,60.0,9-10: AUSPICE samples in level 1 freezer farm,True,True,False,False,False,done,True
1158,2019-02-19,355,Tuesday,Tuesday 19th February 2019,10-11,10:00:00,11:00:00,60.0,10-11: Mouse normalisation,True,True,False,False,False,done,True
1159,2019-02-19,355,Tuesday,Tuesday 19th February 2019,11-2,11:00:00,14:00:00,180.0,11-2: RV-SYN01 qPCR (booked 2-4pm),True,True,False,False,False,done,True
1160,2019-02-19,355,Tuesday,Tuesday 19th February 2019,3-5,15:00:00,17:00:00,120.0,3-5: TJ23/24 Mast Cell Microscopy,True,True,False,False,False,done,True
1161,2019-02-20,356,Wednesday,Wednesday 20th February 2019,9-5,09:00:00,17:00:00,480.0,9-5: RNA extractions SS03 lung,True,False,False,False,True,done,False
1162,2019-02-20,356,Wednesday,Wednesday 20th February 2019,,,,,Check Bernie’s Raw Macs,True,False,False,False,True,done,False
1163,2019-02-21,357,Thursday,Thursday 21st February 2019,10-6,10:00:00,18:00:00,480.0,10-6: PISA098 G-A (blood ready 10:30),True,True,False,False,False,done,True
1164,2019-02-21,357,Thursday,Thursday 21st February 2019,4-4:30,16:00:00,16:30:00,30.0,4-4:30: Meet with Gang – quiet room lvl 2,True,True,False,False,False,done,True
1165,2019-02-21,357,Thursday,Thursday 21st February 2019,,,,,Mouse normalisation,True,True,False,False,False,done,True
1166,2019-02-22,358,Friday,Friday 22nd February 2019,9-10,09:00:00,10:00:00,60.0,9-10: Lab meeting,True,True,False,False,False,done,True
1167,2019-02-22,358,Friday,Friday 22nd February 2019,10-1,10:00:00,13:00:00,180.0,10-1: RV-SYN01 qPCR (booked 1-3),True,False,False,False,True,done,False
1168,2019-02-22,358,Friday,Friday 22nd February 2019,2-5,14:00:00,17:00:00,180.0,2-5: TJ24 Mast cell counts (booked old scope 3-5),True,False,False,False,True,done,False
1169,2019-02-22,358,Friday,Friday 22nd February 2019,,,,,Washup and aliquots of NF-water,True,False,False,False,True,done,False
1170,2019-02-25,361,Monday,Monday 25th February 2019,,,,,[went home sick @ 1pm],False,True,False,False,False,note,True
1171,2019-02-25,361,Monday,Monday 25th February 2019,9-5,09:00:00,17:00:00,480.0,9-5: RNA extractions SS03 Colon (booked hood 9-5),False,False,False,True,False,partly done,True
1172,2019-02-25,361,Monday,Monday 25th February 2019,,,,,Prep plates for AUSPICE Anti-PCP test run,False,False,True,False,False,not done,True
1173,2019-02-25,361,Monday,Monday 25th February 2019,,,,,"Make TAE buffer, agarose",False,False,True,False,False,not done,True
1174,2019-02-26,362,Tuesday,Tuesday 26th February 2019,,,,,[took 1 hour time in lieu – uses up last of time in lieu from PSA endpoint],False,True,False,False,False,note,True
1175,2019-02-26,362,Tuesday,Tuesday 26th February 2019,9-12,09:00:00,12:00:00,180.0,9-12: RNA extraction ~12 samples,True,False,False,False,True,done,False
1176,2019-02-26,362,Tuesday,Tuesday 26th February 2019,1-2,13:00:00,14:00:00,60.0,1-2: Mouse normalisation,True,False,False,False,True,done,False
1177,2019-02-26,362,Tuesday,Tuesday 26th February 2019,2-4,14:00:00,16:00:00,120.0,2-4: hMC1 PCR,True,True,False,False,False,done,True
1178,2019-02-26,362,Tuesday,Tuesday 26th February 2019,9-5,09:00:00,17:00:00,480.0,9-5: AUSPICE Anti-PCP test run ELISA,False,False,True,False,False,not done,True
1179,2019-02-26,362,Tuesday,Tuesday 26th February 2019,If time,,,,If time: TJ24 Mast cell counts,False,False,True,False,False,not done,True
1180,2019-02-27,363,Wednesday,Wednesday 27th February 2019,9-12:30,09:00:00,12:30:00,210.0,9-12:30: RNA extractions SS03,True,False,False,False,True,done,False
1181,2019-02-27,363,Wednesday,Wednesday 27th February 2019,1:30-4,13:30:00,16:00:00,150.0,1:30-4: RT-PCR SS03 lung and colon,False,False,False,True,False,partly done,True
1182,2019-02-27,363,Wednesday,Wednesday 27th February 2019,3-5,15:00:00,17:00:00,120.0,3-5: DNA Agarose gel for hMC1 amplicons,True,False,False,False,True,done,False
1183,2019-02-27,363,Wednesday,Wednesday 27th February 2019,3-5,15:00:00,17:00:00,120.0,3-5: TJ24 Mast cell counts,False,False,True,False,False,not done,True
1184,2019-02-27,363,Wednesday,Wednesday 27th February 2019,9-5,09:00:00,17:00:00,480.0,9-5: AUSPICE Anti-PCP ELISA,False,False,True,False,False,not done,True
1185,2019-02-28,364,Thursday,Thursday 28th February 2019,,,,,[went home sick],False,True,False,False,False,note,True
1186,2019-02-28,364,Thursday,Thursday 28th February 2019,9-5,09:00:00,17:00:00,480.0,9-5: AUSPICE Anti-PCP ELISA,False,False,True,False,False,not done,True
1187,2019-02-28,364,Thursday,Thursday 28th February 2019,9-11,09:00:00,11:00:00,120.0,"9-11: Mast cell scoring for TJ, TJ24 Tol Blue Done!",True,False,False,False,True,done,False
1188,2019-03-01,365,Friday,Friday 1st March 2019,9-12,09:00:00,12:00:00,180.0,9-12: Collagen analysis for Kurtis,True,False,False,False,True,done,False
1189,2019-03-01,365,Friday,Friday 1st March 2019,1-2,13:00:00,14:00:00,60.0,1-2: NH09 mast cell hunting,True,False,False,False,True,done,False
1190,2019-03-01,365,Friday,Friday 1st March 2019,2-3,14:00:00,15:00:00,60.0,2-3: DNA Agarose gel repeat,True,False,False,False,True,done,False
1191,2019-03-01,365,Friday,Friday 1st March 2019,3-4,15:00:00,16:00:00,60.0,3-4: Post-doc meeting,True,True,False,False,False,done,True
1192,2019-03-01,365,Friday,Friday 1st March 2019,4-5,16:00:00,17:00:00,60.0,4-5: Mouse normalisation,True,False,False,False,True,done,False
1193,2019-03-01,365,Friday,Friday 1st March 2019,9-5,09:00:00,17:00:00,480.0,9-5: AUSPICE Anti-PCP ELISA,False,False,True,False,False,not done,True
1194,2019-03-04,368,Monday,Monday 4th March 2019,9-1,09:00:00,13:00:00,240.0,9-1: Gang lung protein extractions,True,True,False,False,False,done,True
1195,2019-03-04,368,Monday,Monday 4th March 2019,2-4,14:00:00,16:00:00,120.0,2-4: RT-PCR SS03 lung and colon (booked 3-5pm #1),True,True,False,False,False,done,True
1196,2019-03-04,368,Monday,Monday 4th March 2019,4-5,16:00:00,17:00:00,60.0,4-5: Mouse normalisation,True,True,False,False,False,done,True
1197,2019-03-04,368,Monday,Monday 4th March 2019,,,,,Check battery on west wing electronic multi channels – need a screwdriver,False,False,False,True,False,partly done,True
1198,2019-03-04,368,Monday,Monday 4th March 2019,For AUSPICE,,,,For AUSPICE: check things allll good,True,False,False,False,True,done,False
1199,2019-03-05,369,Tuesday,Tuesday 5th March 2019,9-9:30,09:00:00,09:30:00,30.0,9-9:30: Check battery on west wing electronic multi channels – brought wrong sized screwdriver,False,False,False,True,False,partly done,True
1200,2019-03-05,369,Tuesday,Tuesday 5th March 2019,9:30-10,09:30:00,10:00:00,30.0,9:30-10: Put RT-PCR samples into tubes,True,False,False,False,True,done,False
1201,2019-03-05,369,Tuesday,Tuesday 5th March 2019,,,,,AUSPICE collect samples,True,False,False,False,True,done,False
1202,2019-03-05,369,Tuesday,Tuesday 5th March 2019,,,,,Collagen analysis,True,False,False,False,True,done,False
1203,2019-03-05,369,Tuesday,Tuesday 5th March 2019,1-3,13:00:00,15:00:00,120.0,1-3: NH09 Mast Cell hunting,True,True,False,False,False,done,True
1204,2019-03-05,369,Tuesday,Tuesday 5th March 2019,9-1,09:00:00,13:00:00,240.0,9-1: qPCR SS03,False,False,True,False,False,not done,True
1205,2019-03-06,370,Wednesday,Wednesday 6th March 2019,"9-10,10-10:30",,,,"9-10,10-10:30: Get more AUSPICE samples with Tegan",True,False,False,False,True,done,False
1206,2019-03-06,370,Wednesday,Wednesday 6th March 2019,10:30-11,10:30:00,11:00:00,30.0,"10:30-11: Washup, check PBS and RBCLB",True,False,False,False,True,done,False
1207,2019-03-06,370,Wednesday,Wednesday 6th March 2019,11-4,11:00:00,16:00:00,300.0,11-4: KB20 collagen analysis,True,False,False,False,True,done,False
1208,2019-03-06,370,Wednesday,Wednesday 6th March 2019,3-5,15:00:00,17:00:00,120.0,3-5: Mouse experiment planning,True,True,False,False,False,done,True
1209,2019-03-06,370,Wednesday,Wednesday 6th March 2019,9-12,09:00:00,12:00:00,180.0,9-12: RV-SYN01 IFNb qPCR,False,False,True,False,False,not done,True
1210,2019-03-06,370,Wednesday,Wednesday 6th March 2019,1-4,13:00:00,16:00:00,180.0,1-4: RV-SYN01 IL1b taqman qPCR,False,False,True,False,False,not done,True
1211,2019-03-07,371,Thursday,Thursday 7th March 2019,9-11,09:00:00,11:00:00,120.0,9-11: RV-SYN01 IFNb qPCR (384 booked 3-5) ,True,False,False,False,True,done,False
1212,2019-03-07,371,Thursday,Thursday 7th March 2019,12-1,12:00:00,13:00:00,60.0,12-1: Poop tube labelling,True,False,False,False,True,done,False
1213,2019-03-07,371,Thursday,Thursday 7th March 2019,1-3,13:00:00,15:00:00,120.0,1-3: SS03 IL6 IL10 qPCR (384 booked 5-7),True,False,False,False,True,done,False
1214,2019-03-07,371,Thursday,Thursday 7th March 2019,3-5,15:00:00,17:00:00,120.0,3-5: Collagen analysis,True,False,False,False,True,done,False
1215,2019-03-08,372,Friday,Friday 8th March 2019,10-6,10:00:00,18:00:00,480.0,10-6: PISA105 S-B (blood ready 10:30),True,False,False,False,True,done,False
1216,2019-03-08,372,Friday,Friday 8th March 2019,,,,,Order antibodies today! ,True,False,False,False,True,done,False
1217,2019-03-08,372,Friday,Friday 8th March 2019,,,,,Normalise Mice,True,False,False,False,True,done,False
1218,2019-03-08,372,Friday,Friday 8th March 2019,,,,,Send off qPCR data,True,False,False,False,True,done,False
1219,2019-03-11,375,Monday,Monday 11th March 2019,9-6:30,09:00:00,18:30:00,570.0,9-6:30: PISA107 A-M (blood ready 9:30),True,True,False,False,False,done,True
1220,2019-03-11,375,Monday,Monday 11th March 2019,10:30-6:30,10:30:00,18:30:00,480.0,10:30-6:30: PISA106 FAS (blood ready 11am),True,True,False,False,False,done,True
1221,2019-03-11,375,Monday,Monday 11th March 2019,,,,,Make up antibiotics,True,True,False,False,False,done,True
1222,2019-03-11,375,Monday,Monday 11th March 2019,In PISA Gap,,,,"In PISA Gap: Designate Mice groups, Collect Poop, Weigh, swap water with ABX water (Charlotte and Shakti can help with this)",True,True,False,False,False,done,True
1223,2019-03-12,376,Tuesday,Tuesday 12th March 2019,9-5,09:00:00,17:00:00,480.0,9-5: PISA102 S-M (blood ready 9:30),True,True,False,False,False,done,True
1224,2019-03-12,376,Tuesday,Tuesday 12th March 2019,Sometime,,,,Sometime: Check mice,True,True,False,False,False,done,True
1225,2019-03-12,376,Tuesday,Tuesday 12th March 2019,,,,,"PBS and RBLCB aliquots, find someone to do RBCLB test, washup",True,False,False,False,True,done,False
1226,2019-03-13,377,Wednesday,Wednesday 13th March 2019,,,,,[away on Holidays],False,True,False,False,False,note,True
1227,2019-03-25,389,Monday,Monday 25th March 2019,,,,,[back from Holidays],False,True,False,False,False,note,True
1228,2019-03-25,389,Monday,Monday 25th March 2019,8-4,08:00:00,16:00:00,480.0,8-4: ABX mice endpoint,True,True,False,False,False,done,True
1229,2019-03-25,389,Monday,Monday 25th March 2019,,,,,Form for aust. biosecurity,True,False,False,False,True,done,False
1230,2019-03-25,389,Monday,Monday 25th March 2019,,,,,"Washup, autoclave PBS",True,False,False,False,True,done,False
1231,2019-03-26,390,Tuesday,Tuesday 26th March 2019,8-9,08:00:00,09:00:00,60.0,8-9: Mice bedding swaps for air and smk,True,False,False,False,True,done,False
1232,2019-03-26,390,Tuesday,Tuesday 26th March 2019,Sometime,,,,Sometime: Check battery on west wing electronic multi channels.,True,False,False,False,True,done,False
1233,2019-03-26,390,Tuesday,Tuesday 26th March 2019,3-4,15:00:00,16:00:00,60.0,3-4: Mast cell hunting with Tol Blue slides for NH09,True,False,False,False,True,done,False
1234,2019-03-26,390,Tuesday,Tuesday 26th March 2019,9-4,09:00:00,16:00:00,420.0,9-4: ABX mice endpoint,True,True,False,False,False,done,True
1235,2019-03-27,391,Wednesday,Wednesday 27th March 2019,9,09:00:00,,,9: Henry will show me his slides for MLIs,True,False,False,False,True,done,False
1236,2019-03-27,391,Wednesday,Wednesday 27th March 2019,9-12,09:00:00,12:00:00,180.0,9-12: KB20 Collagen analysis,True,False,False,False,True,done,False
1237,2019-03-27,391,Wednesday,Wednesday 27th March 2019,1-4,13:00:00,16:00:00,180.0,1-4: Practice mice killing and BALF,True,False,False,False,True,done,False
1238,2019-03-27,391,Wednesday,Wednesday 27th March 2019,2-5,14:00:00,17:00:00,180.0,2-5: Mast cell hunting with Tol Blue slides for NH09,True,False,False,False,True,done,False
1239,2019-03-28,392,Thursday,Thursday 28th March 2019,9-1,09:00:00,13:00:00,240.0,9-1: Mast cell hunting with Tol Blue slides for NH09,True,False,False,False,True,done,False
1240,2019-03-28,392,Thursday,Thursday 28th March 2019,2-5,14:00:00,17:00:00,180.0,"2-5: RV-SYN01 IL-1b qPCR (tentatively booked 5-7, biorad384)",True,False,False,False,True,done,False
1241,2019-03-29,393,Friday,Friday 29th March 2019,9-1,09:00:00,13:00:00,240.0,9-1: RT-PCR SS03 (repeat because cDNA seems to be bad) Henry reports a similar issue (booked 10:30-12:30 machine #1),True,False,False,False,True,done,False
1242,2019-03-29,393,Friday,Friday 29th March 2019,,,,,Instead will do 4 of henry’s and 4 of mine for RT-PCR and then HPRT and another gene qPCR to reproduce the problem.,True,False,False,False,True,done,False
1243,2019-03-29,393,Friday,Friday 29th March 2019,Sometime,,,,"Sometime: Re-tag mice tails, weigh mice with Charlotte",True,False,False,False,True,done,False
1244,2019-03-29,393,Friday,Friday 29th March 2019,2-5,14:00:00,17:00:00,180.0,2-5: Mast cell hunting with Tol Blue slides for NH09,True,False,False,False,True,done,False
1245,2019-04-01,396,Monday,Monday 1st April 2019,9-1,09:00:00,13:00:00,240.0,"9-1: HG03 MLIs (booked 9-1, new scope)",True,True,False,False,False,done,True
1246,2019-04-01,396,Monday,Monday 1st April 2019,2-5,14:00:00,17:00:00,180.0,2-5: RT-PCR SS03 Henry,True,True,False,False,False,done,True
1247,2019-04-01,396,Monday,Monday 1st April 2019,,,,,"More PBS aliquots, wash water bath?",False,False,True,False,False,not done,True
1248,2019-04-01,396,Monday,Monday 1st April 2019,,,,,in rims set all mice to “in experiment” 3 wks ago and then put that we took them off last week,False,False,False,True,False,partly done,True
1249,2019-04-02,397,Tuesday,Tuesday 2nd April 2019,,,,,put new batteries in pipettes,True,False,False,False,True,done,False
1250,2019-04-02,397,Tuesday,Tuesday 2nd April 2019,,,,,sort out tick@lab issue – how to change “in experiment” to appropriate backdate,True,False,False,False,True,done,False
1251,2019-04-02,397,Tuesday,Tuesday 2nd April 2019,9-11,09:00:00,11:00:00,120.0,9-11: Bedding swaps for Mice,True,True,False,False,False,done,True
1252,2019-04-02,397,Tuesday,Tuesday 2nd April 2019,,,,,"More PBS aliquots, washup, wash water bath",True,False,False,False,True,done,False
1253,2019-04-02,397,Tuesday,Tuesday 2nd April 2019,1-2,13:00:00,14:00:00,60.0,1-2: qPCR SS03 Henry,True,True,False,False,False,done,True
1254,2019-04-02,397,Tuesday,Tuesday 2nd April 2019,2-5,14:00:00,17:00:00,180.0,2-5: Mast Cell hunting NH09,True,False,False,False,True,done,False
1255,2019-04-02,397,Tuesday,Tuesday 2nd April 2019,2-5,14:00:00,17:00:00,180.0,"2-5: qPCR SS02 BDs booked out, do tomorrow",False,False,True,False,False,not done,True
1256,2019-04-02,397,Tuesday,Tuesday 2nd April 2019,,,,,2% gel for gang pcr fragments? ,False,False,True,False,False,not done,True
1257,2019-04-03,398,Wednesday,Wednesday 3rd April 2019,9-12,09:00:00,12:00:00,180.0,9-12: qPCR SS02 BDs (booked 12-2 biorad384) BD1 and BD3 are in tegans RV box in bacto -20C,True,False,False,False,True,done,False
1258,2019-04-03,398,Wednesday,Wednesday 3rd April 2019,1-5,13:00:00,17:00:00,240.0,"1-5: NH09 Mast cell hunting, scope booked out",False,False,True,False,False,not done,True
1259,2019-04-03,398,Wednesday,Wednesday 3rd April 2019,,,,,Put together budget for AUSPICE,True,False,False,False,True,done,False
1260,2019-04-03,398,Wednesday,Wednesday 3rd April 2019,,,,,Interpret qPCR results,True,False,False,False,True,done,False
1261,2019-04-04,399,Thursday,Thursday 4th April 2019,,,,,Make up new LB and LB-agar. ,True,False,False,False,True,done,False
1262,2019-04-04,399,Thursday,Thursday 4th April 2019,10-1,10:00:00,13:00:00,180.0,10-1: Collagen Images for KB20,True,False,False,False,True,done,False
1264,2019-04-04,399,Thursday,Thursday 4th April 2019,,,,,NH09 mast cell hunting,True,False,False,False,True,done,False
1265,2019-04-04,399,Thursday,Thursday 4th April 2019,,,,,"Nanodrop SS03 RNA and cDNA, compare with TJ16 RNA and cDNA",True,False,False,False,True,done,False
